seed,data_idx,elbo,msep,msep from mode,log_prob
10,6,14490.631443236956,0.0003906916691555,0.000395730546939,7480.664049734741
10,7,13878.7172890855,0.0004130804913262,0.000415336478572,7537.760568859497
10,8,14579.574287746567,0.0004328693839812,0.0004362527888831,7474.432489963623
17,0,13872.21412214404,0.0004224863832919,0.0004256252031199,7321.124896953095
10,9,16461.9284144002,0.0017135232714615,0.0017653665280352,7094.360993496435
11,0,16694.74933301704,0.0003723951848202,0.000376488827387,7625.398342273958
11,1,17040.961883556098,0.0017177994813404,0.0017547356333765,7211.949978001205
17,1,16546.242805848364,0.0003643155368385,0.0003670347366758,7520.899923369239
11,2,16356.063158612233,0.000571376791433,0.000575233950009,7373.750330263709
11,3,16474.303870705422,0.0004428155154776,0.000450056955099,7257.10218974562
17,2,15534.347315513063,0.0016834169293314,0.0017265552168469,7266.539060258084
11,4,16369.008609810378,0.0014135076125227,0.0014355804874405,7129.757783648034
11,5,15902.84174893424,0.0003778303817443,0.0003811824445816,7127.73667090199
11,6,16404.762204254977,0.000364812679788,0.0003690043937228,7190.265228701071
17,3,16716.044602960814,0.0003288134744714,0.0003315773358552,7321.789294567914
11,7,14321.575005088933,0.0004110819831885,0.000413300043617,7422.619782110456
11,8,15836.449000094552,0.0003521253176723,0.0003536644702725,7524.873181849998
17,4,15606.417778618634,0.0003635324584379,0.0003671428672939,7242.99215064601
12,0,14903.167151047384,0.0003185856865201,0.0003205410305567,7634.003551072119
12,1,14546.17336374335,0.0003718216936235,0.0003742937491141,7532.130357975888
17,5,14542.172435333488,0.0004410834307195,0.0004482041390901,7348.056104425133
12,2,16472.341805842705,0.0009322663651866,0.0009405615688286,7600.321393357693
12,3,16643.93324246537,0.0009535211462702,0.000961044185124,7512.097080571398
12,4,16497.72067273641,0.0011954455761508,0.0012137390241557,7335.623140958282
17,6,16499.985637822654,0.0003472881545669,0.0003495482618606,7345.224450465464
12,5,14707.155675077343,0.0010475596987116,0.0010565941225333,7640.737478118801
12,6,15789.170235784724,0.0003538975770824,0.0003569675256019,7553.676831861152
17,7,16266.308810761664,0.0003368665403642,0.0003393052185055,7559.952172246412
12,7,15413.615398984402,0.0012754050674301,0.0012849410917066,7701.532904214355
12,8,14144.607832769398,0.0018694776647337,0.0018867215388498,7648.945426697777
12,9,14294.52169364784,0.000393003840562,0.0003949036357005,7557.738073078703
17,8,14425.457405886613,0.0003188281179038,0.0003211414557149,7446.497021826108
13,0,17200.091085013933,0.0003148102779687,0.0003175116929377,7345.644552737443
13,1,16985.13448958425,0.0003356477464386,0.0003380109177698,7396.544412969984
17,9,15673.410955239551,0.0007546053467733,0.0007598657166837,7463.646361653822
13,2,15918.474444309715,0.0003116219776346,0.0003138360910909,7562.055192901313
13,3,15784.251826446503,0.0010855461071369,0.0010977206820255,7394.098844791406
13,4,16961.140354274772,0.0003472228556547,0.0003491768318727,7403.912058103064
18,0,15247.725658264477,0.0015905344991727,0.0016160529289011,7554.997274563201
13,5,15491.5713568246,0.0012488279699969,0.0012619665576005,7520.702842721637
13,6,16157.291366487276,0.0003352312699727,0.0003374180166603,7259.955164515205
13,7,16476.217878747266,0.0003494045951672,0.0003527835727736,7465.455211501093
18,1,15876.055068638176,0.0009307289012202,0.0009392775048477,7426.369778859153
13,8,16106.4165638173,0.0013783890456971,0.0013983965797899,7496.32276396767
13,9,16215.288997816851,0.0003369356271274,0.0003397767145881,7168.503806590308
18,2,14652.20555079216,0.0003762951171593,0.0003777002429825,7666.638206488606
14,0,16534.347114413977,0.0003576279454648,0.000360819622452,7464.072329670073
14,1,14666.497089977376,0.0003924382662136,0.0003964594868705,7493.70983376512
14,2,15923.9661800256,0.0003528087061067,0.0003559809126705,7488.39328495733
18,3,15245.333919691388,0.0003391015543923,0.00034158146776,7706.01849537507
14,3,16679.292413251474,0.0003459771546109,0.000347924843149,7315.877538149552
14,4,16504.64683358604,0.0004921529553874,0.0004986779195697,7338.941865673862
18,4,15278.45592772588,0.0003905590657147,0.0003924920173243,7625.971158527655
14,5,16161.727597811723,0.0003466846901674,0.000350317543711,7260.281702370893
14,6,16508.32955552265,0.0005192650799625,0.0005217869901998,7558.733754021087
14,7,16805.865177554544,0.0003310858065133,0.0003360924053763,7398.326427435846
18,5,15605.431143817956,0.0007434904289898,0.0007486499502784,7537.793266490666
14,8,14790.678952666463,0.0003183236947084,0.000320233284399,7561.8256696102835
14,9,16484.709004484117,0.0035325447139596,0.0035578385636231,7379.119956956355
15,0,16543.827248709276,0.000338387567188,0.0003409052528716,7486.657556289439
18,6,16495.88188459305,0.0003503573900442,0.0003536314729552,7393.068618331503
15,1,17718.141189730726,0.0003804825792492,0.000385791240913,7474.994034120622
15,2,16584.16667652689,0.0004523121124586,0.0004592374731986,7561.73258028853
18,7,15076.926496314816,0.0011202073072805,0.0011277702571368,7782.274856305354
15,3,16192.982709824108,0.0021838382434245,0.0022159906171162,7562.660345873173
15,4,17035.28659766121,0.0003817470773834,0.0003871982268326,7429.404398523344
15,5,16988.011066413485,0.0003238286119367,0.0003265077623257,7388.214278458915
18,8,15765.81072216155,0.0005009344515883,0.0005074110460915,7673.220381701753
15,6,17134.579557534773,0.0003416022648596,0.0003459152407109,7554.99686928534
15,7,15896.179346219636,0.0003661996225798,0.0003691978958544,7525.567018355085
15,8,14546.032899416983,0.000421047051455,0.0004234743611638,7443.175743933781
18,9,14586.379573595244,0.0010799732250115,0.0010830219954383,7616.8888492254755
15,9,16983.914228296373,0.0012525805060381,0.0012690915734884,7173.241793821102
19,0,16257.515178603586,0.0003141799223723,0.0003166350117175,7393.053678837108
19,1,16409.230188015383,0.000366494960471,0.0003693110707306,7491.140490670914
19,2,15808.417907164432,0.0015136569507133,0.0015372581079432,7542.3839359461235
19,3,15996.433089382946,0.0067154340300632,0.0067793770895408,7343.381398114474
19,4,16742.90137089975,0.0003286590985393,0.0003306559761162,7544.64736963062
19,5,15870.172041430604,0.0003795797913469,0.0003832064172771,7330.167506319649
19,6,16685.622968064155,0.0003055233134653,0.0003078134950839,7455.961491673885
19,7,16503.903519287705,0.0003520401699407,0.000355937567369,7180.380350322055
19,8,16739.791434817016,0.0003401987884219,0.0003420510700411,7424.71478841369
19,9,15705.299134540835,0.0008853384043618,0.0008939739148667,7514.602495135258
20,0,16820.00150275696,0.0003623324279039,0.0003662761042497,7492.089929196546
20,1,16303.417354190722,0.0003577639416162,0.0003611581598199,7479.922803247455
20,2,16075.916105932556,0.0003179645861629,0.0003201243178939,7648.877382722156
20,3,15514.80716359988,0.0004269657705624,0.0004345512658627,7277.897737987929
20,4,16256.297386770137,0.0003373609487037,0.0003399895743432,7307.9790500545905
20,5,15873.770311842209,0.0004388064159651,0.0004416483032453,7476.859176363403
20,6,15776.11912886612,0.0003407235364731,0.0003445307350849,7257.584231019497
20,7,15924.067601239309,0.0004049103465179,0.0004122049956983,7260.762015621184
20,8,14730.671121876689,0.0003859495762684,0.0003886105687913,7457.896801467823
20,9,16177.003746840172,0.0008945930900612361,0.0009018864753089225,7284.561807575535
